@RELATION auto-mpg
@ATTRIBUTE horsepower Numeric
@ATTRIBUTE weight Numeric
@ATTRIBUTE model_year Numeric
@ATTRIBUTE origin Numeric
@ATTRIBUTE mpg Numeric
@DATA
80.0,2126.0,72.0,1.0,25.0
92.0,2572.0,76.0,1.0,25.0
75.0,2542.0,74.0,1.0,25.0
92.0,2620.0,81.0,1.0,25.8
79.0,2255.0,76.0,1.0,26.0
92.0,2585.0,82.0,1.0,26.0
80.0,2451.0,74.0,1.0,26.0
88.0,2870.0,80.0,1.0,26.4
72.0,2565.0,76.0,1.0,26.5
105.0,3725.0,81.0,1.0,26.6
115.0,2700.0,79.0,1.0,26.8
90.0,2950.0,82.0,1.0,27.0
88.0,2640.0,82.0,1.0,27.0
90.0,2670.0,79.0,1.0,28.4
115.0,2595.0,79.0,1.0,28.8
84.0,2525.0,82.0,1.0,29.0
65.0,2380.0,81.0,1.0,29.9
80.0,2155.0,77.0,1.0,30.0
82.0,2720.0,82.0,1.0,31.0
84.0,2295.0,82.0,1.0,32.0
70.0,2120.0,80.0,1.0,32.1
83.0,2075.0,77.0,1.0,33.5
88.0,2395.0,82.0,1.0,34.0
70.0,2200.0,79.0,1.0,34.2
65.0,2045.0,81.0,1.0,34.4
70.0,2150.0,79.0,1.0,34.5
80.0,1915.0,79.0,1.0,35.7
84.0,2370.0,82.0,1.0,36.0
66.0,1800.0,78.0,1.0,36.1
63.0,2125.0,82.0,1.0,38.0
64.0,1875.0,81.0,1.0,39.0
125.0,3140.0,78.0,2.0,17.0
112.0,2933.0,72.0,2.0,18.0
112.0,2868.0,73.0,2.0,19.0
102.0,3150.0,76.0,2.0,20.0
103.0,2830.0,78.0,2.0,20.3
110.0,2600.0,77.0,2.0,21.5
115.0,2795.0,78.0,2.0,21.6
98.0,2945.0,75.0,2.0,22.0
88.0,2957.0,75.0,2.0,23.0
95.0,2694.0,75.0,2.0,23.0
75.0,2108.0,74.0,2.0,24.0
75.0,2158.0,73.0,2.0,24.0
81.0,2220.0,76.0,2.0,25.0
115.0,2671.0,75.0,2.0,25.0
87.0,2672.0,70.0,2.0,25.0
71.0,2223.0,75.0,2.0,25.0
95.0,2375.0,70.0,2.0,25.0
77.0,3530.0,79.0,2.0,25.4
75.0,2246.0,74.0,2.0,26.0
67.0,1963.0,74.0,2.0,26.0
113.0,2234.0,70.0,2.0,26.0
78.0,2300.0,74.0,2.0,26.0
69.0,2189.0,72.0,2.0,26.0
46.0,1950.0,73.0,2.0,26.0
83.0,2202.0,76.0,2.0,27.0
49.0,1867.0,73.0,2.0,29.0
70.0,1937.0,75.0,2.0,29.0
62.0,1845.0,80.0,2.0,29.8
67.0,3250.0,80.0,2.0,30.0
76.0,2065.0,71.0,2.0,30.0
78.0,2190.0,77.0,2.0,30.5
76.0,3160.0,81.0,2.0,30.7
67.0,2000.0,74.0,2.0,31.0
71.0,1990.0,78.0,2.0,31.5
78.0,2188.0,80.0,2.0,34.3
88.0,2500.0,80.0,2.0,35.0
74.0,1980.0,82.0,2.0,36.0
58.0,1825.0,77.0,2.0,36.0
69.0,2130.0,79.0,2.0,37.3
48.0,1985.0,78.0,2.0,43.1
90.0,2124.0,73.0,3.0,18.0
108.0,2930.0,76.0,3.0,19.0
88.0,2279.0,73.0,3.0,20.0
95.0,2515.0,78.0,3.0,21.1
94.0,2379.0,73.0,3.0,22.0
97.0,2815.0,77.0,3.0,22.0
97.0,2489.0,74.0,3.0,24.0
97.0,2545.0,75.0,3.0,24.0
95.0,2278.0,72.0,3.0,24.0
95.0,2372.0,70.0,3.0,24.0
95.0,2228.0,71.0,3.0,25.0
116.0,2900.0,81.0,3.0,25.4
75.0,2265.0,77.0,3.0,26.0
93.0,2391.0,74.0,3.0,26.0
75.0,2171.0,75.0,3.0,29.0
68.0,2135.0,78.0,3.0,29.5
90.0,2711.0,80.0,3.0,29.8
67.0,1985.0,77.0,3.0,30.0
65.0,1773.0,71.0,3.0,31.0
68.0,1970.0,82.0,3.0,31.0
75.0,2542.0,80.0,3.0,31.3
68.0,2045.0,77.0,3.0,31.5
74.0,2635.0,81.0,3.0,31.6
65.0,2020.0,79.0,3.0,31.8
61.0,2003.0,74.0,3.0,32.0
70.0,1990.0,76.0,3.0,32.0
96.0,2665.0,82.0,3.0,32.0
65.0,1836.0,74.0,3.0,32.0
75.0,2265.0,80.0,3.0,32.2
67.0,2065.0,81.0,3.0,32.3
52.0,1985.0,78.0,3.0,32.8
53.0,1795.0,75.0,3.0,33.0
53.0,1795.0,76.0,3.0,33.0
70.0,1945.0,77.0,3.0,33.5
75.0,2210.0,81.0,3.0,33.7
70.0,2245.0,82.0,3.0,34.0
65.0,1975.0,79.0,3.0,34.1
68.0,1985.0,81.0,3.0,34.1
69.0,1613.0,71.0,3.0,35.0
60.0,1760.0,81.0,3.0,35.1
88.0,2160.0,82.0,3.0,36.0
75.0,2205.0,82.0,3.0,36.0
60.0,1800.0,78.0,3.0,36.1
92.0,2434.0,80.0,3.0,37.0
65.0,1975.0,81.0,3.0,37.0
65.0,2019.0,80.0,3.0,37.2
67.0,1995.0,82.0,3.0,38.0
67.0,1965.0,82.0,3.0,38.0
58.0,1755.0,81.0,3.0,39.1
70.0,2070.0,78.0,3.0,39.4
65.0,2110.0,80.0,3.0,40.8
97.0,2330.0,72.0,3.0,19.0
122.0,2807.0,73.0,3.0,20.0
97.0,2506.0,72.0,3.0,23.0
100.0,2420.0,80.0,3.0,23.7
96.0,2702.0,75.0,3.0,24.0
120.0,2930.0,81.0,3.0,24.2
52.0,1649.0,74.0,3.0,31.0
75.0,2350.0,81.0,3.0,32.4
132.0,2910.0,80.0,3.0,32.7
100.0,2615.0,81.0,3.0,32.9
67.0,2145.0,80.0,3.0,33.8
68.0,2025.0,82.0,3.0,37.0
62.0,2050.0,81.0,3.0,37.7
60.0,1968.0,80.0,3.0,38.1
67.0,1850.0,80.0,3.0,44.6
65.0,2110.0,80.0,3.0,46.6
